2025-03-03 14:19:28,080 - ProgramSummaryTracker - INFO - Program Summary Tracker initialized. Saving reports to: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/NewsAcrylnagelproducten/ProgramSummaries
2025-03-03 14:19:28,081 - ProgramSummaryTracker - INFO - All classes and functions patched successfully
2025-03-03 14:19:29,121 - ProgramSummaryTracker - INFO - Recorded operation: process_article
2025-03-03 14:20:06,697 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 256 in, 1917 out
2025-03-03 14:22:35,090 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 31897.2 in, 7904 out
2025-03-03 14:22:45,102 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 8087 in, 913 out
2025-03-03 14:22:46,126 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1107 in, 9 out
2025-03-03 14:22:47,662 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1120 in, 11 out
2025-03-03 14:22:48,673 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1105 in, 13 out
2025-03-03 14:22:49,923 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1102 in, 9 out
2025-03-03 14:22:51,192 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 11 out
2025-03-03 14:22:52,375 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1104 in, 11 out
2025-03-03 14:22:53,805 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1130 in, 9 out
2025-03-03 14:22:55,341 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 13 out
2025-03-03 14:22:56,366 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1106 in, 9 out
2025-03-03 14:22:57,285 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 9 out
2025-03-03 14:22:58,515 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1120 in, 11 out
2025-03-03 14:22:59,539 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1105 in, 13 out
2025-03-03 14:23:00,665 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1102 in, 9 out
2025-03-03 14:23:02,691 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 11 out
2025-03-03 14:23:03,865 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1104 in, 11 out
2025-03-03 14:23:05,105 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1130 in, 9 out
2025-03-03 14:23:06,547 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 8 out
2025-03-03 14:23:07,524 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1106 in, 9 out
2025-03-03 14:23:08,461 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1131 in, 11 out
2025-03-03 14:23:09,436 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1123 in, 13 out
2025-03-03 14:23:10,610 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 8 out
2025-03-03 14:23:12,235 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 13 out
2025-03-03 14:23:13,259 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1116 in, 11 out
2025-03-03 14:23:14,417 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1114 in, 8 out
2025-03-03 14:23:15,469 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 8 out
2025-03-03 14:23:16,804 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 14:23:18,033 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1100 in, 11 out
2025-03-03 14:23:19,405 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1112 in, 11 out
2025-03-03 14:23:20,719 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1111 in, 8 out
2025-03-03 14:23:21,592 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1106 in, 11 out
2025-03-03 14:23:22,474 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1107 in, 9 out
2025-03-03 14:23:25,450 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 11 out
2025-03-03 14:23:26,573 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 8 out
2025-03-03 14:23:27,551 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1107 in, 8 out
2025-03-03 14:23:28,755 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1112 in, 11 out
2025-03-03 14:23:29,906 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1100 in, 8 out
2025-03-03 14:23:31,144 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1111 in, 9 out
2025-03-03 14:23:32,796 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 14:23:33,737 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 8 out
2025-03-03 14:23:34,585 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 9 out
2025-03-03 14:23:35,572 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1120 in, 11 out
2025-03-03 14:23:36,608 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1105 in, 13 out
2025-03-03 14:23:37,469 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1102 in, 9 out
2025-03-03 14:23:38,348 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 11 out
2025-03-03 14:23:39,373 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1104 in, 11 out
2025-03-03 14:23:40,395 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1130 in, 9 out
2025-03-03 14:23:41,523 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 13 out
2025-03-03 14:23:42,634 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1106 in, 9 out
